iter	MultiClass
340	0.5202502314
341	0.5200605516
342	0.5198787259
343	0.5197926269
344	0.5197309913
345	0.5195191556
346	0.5194795707
347	0.5194674341
348	0.5194146205
349	0.5193557612
350	0.5192725293
351	0.5192422458
352	0.519177686
353	0.5189884893
354	0.5189481493
355	0.5189138245
356	0.5188070201
357	0.5187517813
358	0.5187128893
359	0.518630843
360	0.5185535193
361	0.5184653345
362	0.5184516279
363	0.5183802373
364	0.5183558763
365	0.5183183402
366	0.5182104985
367	0.518164163
368	0.5181213233
369	0.5180029461
370	0.5179352457
371	0.5177187729
372	0.517667227
373	0.5176473554
374	0.5175304457
375	0.5174773071
376	0.5173983242
377	0.5173615076
378	0.5173290234
379	0.5172744875
380	0.5171543412
381	0.5170833793
382	0.5170300581
383	0.5170032038
384	0.5169427693
385	0.5168510455
386	0.5166980836
387	0.5166378297
388	0.5165933523
389	0.5165763609
390	0.5164034625
391	0.5163256611
392	0.5162628274
393	0.51623087
394	0.5161888095
395	0.5161379229
396	0.5160478893
397	0.5160294925
398	0.5159669338
399	0.5159522262
400	0.5159310065
401	0.5158999444
402	0.5158674453
403	0.5158166833
404	0.5157997774
405	0.5156661368
406	0.5156404145
407	0.5156123005
408	0.5155262427
409	0.5153821535
410	0.5153729361
411	0.5153355612
412	0.5153080446
413	0.5152670364
414	0.515216417
415	0.5151787099
416	0.5151459584
417	0.5151148068
418	0.5150931152
419	0.515006216
420	0.5149561003
421	0.5149250939
422	0.5148182932
423	0.514791971
424	0.5147159968
425	0.5146973287
426	0.5146738909
427	0.514662187
428	0.5146128024
429	0.5145862067
430	0.514521984
431	0.5145060256
432	0.5144272133
433	0.5144048677
434	0.5143861877
435	0.5143699955
436	0.5142233014
437	0.514121683
438	0.5140338423
439	0.5140103841
440	0.5139846133
441	0.5139326178
442	0.5138878585
443	0.5138802238
444	0.5138693604
445	0.5138549083
446	0.5138289318
447	0.5137695865
448	0.5137119155
449	0.5136913255
450	0.513670485
451	0.5136100882
452	0.5135602266
453	0.5135235838
454	0.513516363
455	0.5134627968
456	0.5134489511
457	0.513431717
458	0.5133784201
459	0.5133550411
460	0.5133321741
461	0.5132993821
462	0.513196458
463	0.5130420016
464	0.5130220801
465	0.5129777735
466	0.5129216206
467	0.5129034428
468	0.5128882587
469	0.5128135518
470	0.5127483131
471	0.5126765801
472	0.5126207864
473	0.512611727
474	0.5125543941
475	0.5125322014
476	0.5125111228
477	0.5124590329
478	0.5123157913
479	0.5123051505
480	0.5122723554
481	0.5122249143
482	0.5121995773
483	0.512190832
484	0.5121161134
485	0.5120615515
486	0.5119948955
487	0.5119852868
488	0.511968381
489	0.5118640439
490	0.5118478191
491	0.5118010351
492	0.5117895677
493	0.5117816545
494	0.5117388573
495	0.5116979288
496	0.5116817724
497	0.511677764
498	0.5116599028
499	0.5116366088
500	0.5116213053
501	0.5115797602
502	0.5115647674
503	0.5115380296
504	0.5114587424
505	0.5114444298
506	0.5114147667
507	0.5114034327
508	0.511393465
509	0.511358972
510	0.5113064154
511	0.5112802517
512	0.5112651699
513	0.51120977
514	0.5110767132
515	0.5110478776
516	0.5109574211
517	0.5109247668
518	0.5109127999
519	0.5109003286
520	0.5108465643
521	0.5107987875
522	0.5107064059
523	0.5106702178
524	0.5106526443
525	0.5106299462
526	0.5106171915
527	0.510607261
528	0.5105948156
529	0.5105579709
530	0.5105372591
531	0.510511545
532	0.5104492488
533	0.5103934073
534	0.5103681038
535	0.5102880339
536	0.5102742639
537	0.51024556
538	0.5102389379
539	0.5102136782
540	0.5101893346
541	0.5101721732
542	0.5101480869
543	0.510113187
544	0.5101065137
545	0.5099827249
546	0.5099352158
547	0.5098976417
548	0.5098928546
549	0.5098541733
550	0.509835005
551	0.5098174669
552	0.5097916975
553	0.5097177498
554	0.5096777415
555	0.5096521874
556	0.5096447831
557	0.509585291
558	0.5095589922
559	0.50953061
560	0.5095051769
561	0.5094477359
562	0.5094380174
563	0.5094059172
564	0.5093930195
565	0.5093107794
566	0.5092859753
567	0.5092507487
568	0.509204276
569	0.5091996921
570	0.5091676757
571	0.50915743
572	0.5091308733
573	0.5091185464
574	0.5090450473
575	0.5090366395
576	0.5090310147
577	0.509014408
578	0.5089742099
579	0.5089670488
580	0.5089346097
581	0.5089036056
582	0.5088559509
583	0.5088380779
584	0.5088031946
585	0.5087299777
586	0.5086748422
587	0.5086623329
588	0.5086472218
589	0.5086253532
590	0.5086119861
591	0.5085968083
592	0.5085760647
593	0.5085601105
594	0.5085481326
595	0.5085281055
596	0.5084708753
597	0.5084295853
598	0.50838489
599	0.5083196936
600	0.5082945883
601	0.5082748414
602	0.5082410527
603	0.5082290348
604	0.5082034228
605	0.5081725689
606	0.5081331907
607	0.5080807537
608	0.5080404259
609	0.5080348756
610	0.5079649516
611	0.5079550863
612	0.5079524405
613	0.5079474407
614	0.5079099052
615	0.507842304
616	0.507823732
617	0.5078097358
618	0.5077788189
619	0.5077677464
620	0.5077360326
621	0.5077258953
622	0.5076930204
623	0.5076666354
624	0.5076431082
625	0.5076334171
626	0.5076130427
627	0.5075872378
628	0.5075827621
629	0.5075732152
630	0.5075595187
631	0.507523549
632	0.5074363017
633	0.5073904714
634	0.5073133934
635	0.507306822
636	0.5072657146
637	0.5072470895
638	0.5072013251
639	0.5071923527
640	0.5071551177
641	0.5071146184
642	0.5070843621
643	0.5070746132
644	0.5070587457
645	0.5069951837
646	0.5069538024
647	0.5069455181
648	0.5069089209
649	0.506896234
650	0.5068751783
651	0.5068341819
652	0.5067898925
653	0.5067487443
654	0.5066496837
655	0.5065969379
656	0.5065790962
657	0.5065724191
658	0.5065607782
659	0.5065097115
660	0.506476501
661	0.5064027488
662	0.5063728416
663	0.5063396377
664	0.5063105985
665	0.5063056575
666	0.5062872211
667	0.5062699567
668	0.5062565941
669	0.5062349114
670	0.5062217128
671	0.506191557
672	0.5061793498
673	0.5061726144
674	0.5061229524
675	0.5061162621
676	0.5060482622
677	0.5060455
678	0.5060218829
679	0.5060073129
680	0.5059994572
681	0.5059746423
682	0.5059637741
683	0.5059543617
684	0.5059181307
685	0.505878678
686	0.5058569717
687	0.5058376922
688	0.5058073668
689	0.5057881476
690	0.5057607886
691	0.5057578052
692	0.5057451196
693	0.5057356888
694	0.5057179089
695	0.5056706713
696	0.5056567103
697	0.5056171527
698	0.5056031883
699	0.50559202
700	0.5055592803
701	0.5055225822
702	0.5054717695
703	0.5054521525
704	0.5054139386
705	0.5054018446
706	0.5053873978
707	0.5053745639
708	0.5053605015
709	0.5053365791
710	0.50530839
711	0.5053037504
712	0.5052794015
713	0.5052429096
714	0.5052327065
715	0.5052256825
716	0.5052153196
717	0.5052033368
718	0.5051889231
719	0.5051862206
720	0.5051146248
721	0.5051009241
722	0.5050687348
723	0.5050456623
724	0.5050316358
725	0.5050179864
726	0.5050093627
727	0.5050036992
728	0.5049932211
729	0.5049705405
730	0.5049321787
731	0.5049272514
732	0.504903377
733	0.5048871009
734	0.5048378171
735	0.504825822
736	0.5047920113
737	0.5047595554
738	0.5047369233
739	0.5047192188
740	0.5047139632
741	0.5047022573
742	0.5046733215
743	0.5046210908
744	0.5046178735
745	0.504592111
746	0.5045460436
747	0.5045387277
748	0.5045337816
749	0.5045074949
750	0.5045042281
751	0.5044652217
752	0.5044401093
753	0.5044333824
754	0.5044015331
755	0.5043772791
756	0.5043703301
757	0.5043520779
758	0.5043095483
759	0.5042975704
760	0.5042743084
761	0.5042633772
762	0.5042508754
763	0.5042111366
764	0.5041939955
765	0.5041482521
766	0.50411592
767	0.5041086108
768	0.5040994371
769	0.5040782549
770	0.5040755346
771	0.5040728359
772	0.5040556933
773	0.5040439863
774	0.5040350972
775	0.5039989558
776	0.5039761348
777	0.503949623
778	0.5039362811
779	0.5039212668
780	0.5039157847
781	0.5038909949
782	0.5038705415
783	0.5038579014
784	0.5038457238
785	0.5038400197
786	0.5038235195
787	0.5038158366
788	0.5038089982
789	0.5037534608
790	0.5037427358
791	0.5037251621
792	0.5036952929
793	0.5036643928
794	0.5036537255
795	0.5036346368
796	0.5036116374
797	0.5035826319
798	0.5035693547
799	0.5035370767
800	0.503532849
801	0.5034938618
802	0.5034874018
803	0.5034700545
804	0.5034654498
805	0.5034540262
806	0.5034406077
807	0.5034296583
808	0.5033848457
809	0.5033623463
810	0.5033478078
811	0.5033286017
812	0.5033134776
813	0.5032989357
814	0.5032853441
815	0.5032780597
816	0.5032639694
817	0.5032591359
818	0.5032482127
819	0.5032375988
820	0.5032044343
821	0.503199935
822	0.5031731862
823	0.503164542
824	0.5031330445
825	0.5030888863
826	0.5030799083
827	0.5030734066
828	0.5030624217
829	0.5030513631
830	0.5030191105
831	0.5030073722
832	0.5029989672
833	0.5029647573
834	0.5029568212
835	0.5029329954
836	0.5029271009
837	0.5029130734
838	0.5028821405
839	0.5028736295
840	0.5028693614
841	0.5028440093
842	0.5028247673
843	0.5028180502
844	0.5027797712
845	0.5027571061
846	0.5027148981
847	0.5027100633
848	0.502692062
849	0.5026792453
850	0.5026747728
851	0.5026550143
852	0.5026396616
853	0.5026303373
854	0.5026210537
855	0.5026077828
856	0.5025630328
857	0.5025550277
858	0.5025443413
859	0.5025277823
860	0.5025053572
861	0.5025014052
862	0.5025002219
863	0.5024609113
864	0.5024274995
865	0.5024200094
866	0.5024160494
867	0.5024102582
868	0.5024027331
869	0.5023931109
870	0.5023896764
871	0.5023726192
872	0.5023690883
873	0.5023646965
874	0.5023312182
875	0.5023287462
876	0.5023187271
877	0.5023093587
878	0.5022970739
879	0.5022899993
880	0.502286058
881	0.5022736097
882	0.5022673512
883	0.5022646884
884	0.5022451283
885	0.5022249919
886	0.5022179831
887	0.5022151847
888	0.5022086717
889	0.5022048712
890	0.5021736127
891	0.5021621922
892	0.5021605514
893	0.5021557322
894	0.502151434
895	0.5021463217
896	0.5021256204
897	0.5021163048
898	0.5021123052
899	0.5021066848
900	0.5020910858
901	0.50203187
902	0.5020262762
903	0.5020093818
904	0.5020001904
905	0.5019956285
906	0.5019799098
907	0.5019619322
908	0.5019521683
909	0.5018994176
910	0.5018869077
911	0.5018722312
912	0.5018654559
913	0.5018516181
914	0.5018292633
915	0.5018121955
916	0.5018087734
917	0.5017814304
918	0.5017691781
919	0.5017628868
920	0.501745561
921	0.5017285734
922	0.501694019
923	0.5016456614
924	0.5016377661
925	0.5016168277
926	0.5016098241
927	0.5015903729
928	0.5015766892
929	0.5015702487
930	0.5015518954
931	0.5015418347
932	0.5015380386
933	0.5015347707
934	0.5015277767
935	0.5015220787
936	0.501515879
937	0.5015045192
938	0.5014961753
939	0.5014902774
940	0.5014622027
941	0.5014499481
942	0.5014418444
943	0.5014382905
944	0.5014360749
945	0.501431906
946	0.5013752321
947	0.5013653068
948	0.5013574434
949	0.5013561006
950	0.5013535788
951	0.5013491356
952	0.5013367352
953	0.5013038665
954	0.5012720776
955	0.5012614904
956	0.5012559947
957	0.5012456407
958	0.5012434713
959	0.5012267207
960	0.5012128739
961	0.5012089427
962	0.5012058413
963	0.5012040154
964	0.5011927776
965	0.5011867171
966	0.5011642109
967	0.5011549219
968	0.5011261792
969	0.5011227507
970	0.5011195035
971	0.5011036945
972	0.5010945048
973	0.5010861226
974	0.5010801524
975	0.5010585968
976	0.5010512507
977	0.5010456249
978	0.5010310026
979	0.5009957331
980	0.5009917948
981	0.5009881074
982	0.5009835983
983	0.5009677585
984	0.5009572499
985	0.5009521039
986	0.5009437139
987	0.5009355343
988	0.5009108202
989	0.5009039114
990	0.5008949393
991	0.5008914102
992	0.5008853244
993	0.5008788007
994	0.5008739015
995	0.5008678731
996	0.5008579465
997	0.5008525444
998	0.5008414558
999	0.5008252082
